,Date,Team,Acquired,Relinquished,Notes
376,2011-01-21,Raptors,,Joey Dorsey,sore right knee (DTD)
377,2011-01-21,Raptors,,Leandro Barbosa,strained right hamstring (DNP)
378,2011-01-21,Spurs,,George Hill,sprained right thumb (DNP)
379,2011-01-21,Wizards,,Kirk Hinrich,sprained elbow (DTD)
380,2011-01-22,Blazers,,Marcus Camby,recovering from arthroscopic surgery on left knee to repair torn meniscus (DNP)
381,2011-01-22,Bucks,,Drew Gooden,plantar fasciitis in left foot (DNP)
382,2011-01-22,Bucks,,John Salmons,strained right hip (DNP)
383,2011-01-22,Cavaliers,,Anthony Parker,strained lower back (DNP)
384,2011-01-22,Celtics,,Jermaine O'Neal,sore left knee (DNP)
385,2011-01-22,Celtics,,Shaquille O'Neal,sore right knee (DNP)
386,2011-01-22,Heat,,Dwyane Wade,migraine headache (DNP)
387,2011-01-22,Hornets,,Trevor Ariza,right knee tendinitis (DNP)
388,2011-01-22,Magic,,Jason Williams,foot injury (out indefinitely)
389,2011-01-22,Raptors,,Joey Dorsey,strained right patella tendon (DNP)
390,2011-01-22,Raptors,,Leandro Barbosa,strained right hamstring (DNP)
391,2011-01-22,Raptors,,Linas Kleiza,sore right knee (DNP)
392,2011-01-22,Spurs,,George Hill,sprained right thumb (DNP)
393,2011-01-24,Bucks,,John Salmons,strained right hip (DNP)
394,2011-01-24,Cavaliers,,Anthony Parker,strained lower back (DNP)
395,2011-01-24,Raptors,,Joey Dorsey,strained right patella tendon (DNP)
396,2011-01-24,Raptors,,Jose Calderon,flu-like symptoms / ankle injury (CBC) (DNP)
397,2011-01-24,Raptors,,Linas Kleiza,sore right knee (DNP)
398,2011-01-25,Celtics,,Marquis Daniels,personal reasons (DNP)
399,2011-01-25,Celtics,,Shaquille O'Neal,sore right leg (DNP)
400,2011-01-25,Clippers,,Eric Gordon,sprained right wrist (DNP)
401,2011-01-26,Bucks,,John Salmons,strained right hip (DNP)
402,2011-01-26,Clippers,,Eric Gordon,sprained right wrist (DNP)
403,2011-01-26,Nuggets,,Kenyon Martin,left knee injury (DNP)
404,2011-01-27,Celtics,,Shaquille O'Neal,sore right hip (DNP)
405,2011-01-28,Bucks,,John Salmons,strained right hip (DNP)
406,2011-01-28,Heat,,Dwyane Wade,sprained right wrist (DNP)
407,2011-01-28,Jazz,,Deron Williams,strained tendon in right wrist (DNP)
408,2011-01-28,Jazz,,Mehmet Okur,strained lower back (DTD)
409,2011-01-28,Nets,,Jordan Farmar,strained lower back (DNP)
410,2011-01-28,Pistons,,Ben Wallace,family matter (DNP)
411,2011-01-28,Pistons,,Rodney Stuckey,bruised right shoulder (DNP)
412,2011-01-28,Wizards,,Kirk Hinrich,sprained right ankle (DNP)
413,2011-01-29,Bucks,,Chris Douglas-Roberts,placed on IL with death in family
414,2011-01-29,Bucks,,John Salmons,strained right hip (DNP)
415,2011-01-29,Nets,,Jordan Farmar,strained lower back (DNP)
416,2011-01-29,Wizards,,Mustafa Shakur,right leg injury (DTD)
417,2011-01-30,Jazz,,Deron Williams,strained tendon in right wrist (DNP)
418,2011-01-30,Knicks,,Wilson Chandler,sore left calf (DNP)
419,2011-01-30,Magic,,Gilbert Arenas,bruised left knee (P) / sore right knee (CBC) (DNP)
420,2011-01-30,Pistons,,Ben Wallace,family matter (DNP)
421,2011-01-30,Pistons,,Rodney Stuckey,bruised right shoulder (DNP)
422,2011-01-30,Suns,,Gani Lawal,surgery on right knee to repair torn ACL and partially torn MCL (out for season)
423,2011-01-31,Bucks,Chris Douglas-Roberts,,activated from IL
424,2011-01-31,Cavaliers,,Daniel Gibson,bruised left quadriceps (DNP)
425,2011-01-31,Clippers,,Eric Gordon,sprained right wrist (DNP)
426,2011-01-31,Jazz,,Deron Williams,strained tendon in right wrist (DNP)
427,2011-01-31,Magic,,J.J. Redick,sore left shoulder (DTD)
428,2011-01-31,Nets,,Jordan Farmar,strained lower back (DNP)
429,2011-02-01,Kings,,Jason Thompson,sprained right ankle (DNP)
430,2011-02-01,Lakers,,Andrew Bynum,bone bruised in left knee (DNP)
431,2011-02-02,Bucks,,Keyon Dooling,flu (DNP)
432,2011-02-02,Bucks,,Larry Sanders (b),illness (DNP)
433,2011-02-02,Cavaliers,,Daniel Gibson,bruised left quadriceps (DNP)
434,2011-02-02,Clippers,,Eric Gordon,sprained right wrist (DNP)
435,2011-02-02,Jazz,,Andrei Kirilenko,sprained left ankle (DNP)
436,2011-02-02,Jazz,,Deron Williams,strained tendon in right wrist (DNP)
437,2011-02-02,Pistons,,Jason Maxiell,sore back (DNP)
438,2011-02-02,Rockets,,Jordan Hill,sprained ankle (DNP)
439,2011-02-02,Timberwolves,,Luke Ridnour,placed on IL with family matter
440,2011-02-03,Bucks,,Chris Douglas-Roberts,DNP
441,2011-02-03,Heat,,Juwan Howard,placed on IL for personal reasons
442,2011-02-03,Magic,,Brandon Bass,sprained left ankle (DNP)
443,2011-02-03,Raptors,,Linas Kleiza,microfracture surgery on right knee to repair cartilage damage (out for season)
444,2011-02-04,Cavaliers,,Daniel Gibson,personal reasons (DNP)
445,2011-02-04,Celtics,,Shaquille O'Neal,sore right leg / Achilles tendon (CBC) (DNP)
446,2011-02-04,Clippers,,Eric Gordon,sprained right wrist (DNP)
447,2011-02-04,Jazz,,Andrei Kirilenko,sprained left ankle (DNP)
448,2011-02-04,Kings,,Hassan Whiteside,torn patella tendon in left knee (out for season)
449,2011-02-04,Kings,,Jason Thompson,sprained right ankle (DNP)
450,2011-02-04,Magic,,Brandon Bass,sprained left ankle (DNP)
451,2011-02-04,Pistons,,Jason Maxiell,sore back (DNP)
452,2011-02-04,Raptors,,Jerryd Bayless,sprained right knee (DTD)
453,2011-02-04,Timberwolves,,Michael Beasley,left ankle injury (DTD)
454,2011-02-04,Timberwolves,,Wayne Ellington,placed on IL for personal reasons
455,2011-02-05,Blazers,,Dante Cunningham,facial injury (DNP)
456,2011-02-05,Hornets,,Trevor Ariza,sprained right ankle (DNP)
457,2011-02-05,Jazz,,Andrei Kirilenko,sprained left ankle (DNP)
458,2011-02-05,Pistons,,Jason Maxiell,sore back (DNP)
459,2011-02-05,Timberwolves,Michael Beasley,,returned to lineup
460,2011-02-05,Timberwolves,Luke Ridnour,,activated from IL
461,2011-02-05,Timberwolves,,Luke Ridnour,personal reasons (DNP)
462,2011-02-06,Celtics,,Marquis Daniels,bruised spinal cord (out indefinitely)
463,2011-02-06,Celtics,,Shaquille O'Neal,sore right leg (DNP)
464,2011-02-06,Clippers,,Eric Gordon,sprained right wrist (DNP)
465,2011-02-06,Heat,Juwan Howard,,activated from IL
466,2011-02-06,Magic,,Brandon Bass,sprained left ankle (DNP)
467,2011-02-07,Celtics,,Semih Erden,strained right adductor (DNP)
468,2011-02-07,Celtics,,Shaquille O'Neal,sore right leg (DNP)
469,2011-02-07,Jazz,,Francisco Elson,left knee injury (DTD)
470,2011-02-07,Timberwolves,,Luke Ridnour,placed on IL for personal reasons
471,2011-02-07,Timberwolves,Wayne Ellington,,activated from IL
472,2011-02-08,Clippers,,Eric Gordon,sprained right wrist (DNP)
473,2011-02-08,Magic,,Brandon Bass,sprained left ankle (DNP)
474,2011-02-08,Mavericks,,Dominique Jones,stress fracture in fifth metatarsal in right foot (out indefinitely)
475,2011-02-08,Pistons,,Chris Wilcox,sore groin (DNP)
476,2011-02-08,Pistons,,Richard Hamilton,sore groin (DNP)
477,2011-02-08,Raptors,,Alexis Ajinca / Alex Ajinca,sore left foot (DNP)
478,2011-02-08,Timberwolves,,Darko Milicic,strained left hip flexor (DNP)
479,2011-02-08,Timberwolves,,Michael Beasley,sprained left ankle (DNP)
480,2011-02-09,Bobcats,,Kwame Brown,placed on IL for personal reasons
481,2011-02-09,Clippers,,Eric Gordon,sprained right wrist (DNP)
482,2011-02-09,Jazz,,Francisco Elson,left knee inflammation (DNP)
483,2011-02-09,Magic,,Brandon Bass,sprained left ankle (DNP)
484,2011-02-09,Pistons,,Richard Hamilton,sore groin (DNP)
485,2011-02-09,Wizards,,Al Thornton,dislocated right middle finger (DNP)
486,2011-02-09,Wizards,,Yi Jianlian / Jianlian Yi,sprained left ankle (DNP)
487,2011-02-10,Celtics,,Semih Erden,strained right adductor (DNP)
488,2011-02-10,Celtics,,Shaquille O'Neal,sore right leg (DNP)
489,2011-02-11,Bobcats,Kwame Brown,,activated from IL
490,2011-02-11,Clippers,,Eric Gordon,sprained right wrist (DNP)
491,2011-02-11,Jazz,,Raja Bell,strained left calf (DNP)
492,2011-02-11,Jazz,,Ronnie Price,sprained right big toe (DNP)
493,2011-02-11,Magic,,Brandon Bass,sprained left ankle (DNP)
494,2011-02-11,Mavericks,,Dominique Jones,surgery on right foot to repair stress fracture in fifth metatarsal (out indefinitely)
495,2011-02-11,Pistons,,Richard Hamilton,sore groin (DNP)
496,2011-02-11,Raptors,,Alexis Ajinca / Alex Ajinca,sore left foot (DNP)
497,2011-02-11,Spurs,,Tiago Splitter,strained left hamstring (DNP)
498,2011-02-11,Timberwolves,,Darko Milicic,strained left hip flexor (DNP)
499,2011-02-11,Timberwolves,,Michael Beasley,sprained left ankle (DNP)
500,2011-02-11,Bucks,,Larry Sanders (b),back spasms (DNP)
501,2011-02-12,Cavaliers,,Anderson Varejao,surgery on right ankle to repair torn tendon (date approximate)
502,2011-02-12,Spurs,,Tiago Splitter,strained left hamstring (DNP)
503,2011-02-12,Timberwolves,,Darko Milicic,strained left hip flexor (DNP)
504,2011-02-12,Timberwolves,Luke Ridnour,,activated from IL
505,2011-02-13,Celtics,,Semih Erden,strained right adductor (DNP)
506,2011-02-13,Celtics,,Shaquille O'Neal,sore right leg (DNP)
507,2011-02-13,Clippers,,Eric Gordon,sprained right wrist (DNP)
508,2011-02-13,Kings,,Luther Head,sore right knee (DTD)
509,2011-02-13,Warriors,,Dan Gadzuric,back spasms (DTD)
510,2011-02-14,Clippers,,Eric Gordon,fractured right wrist (DNP)
511,2011-02-15,Bobcats,,Eduardo Najera,groin injury (DNP)
512,2011-02-15,Heat,,Dexter Pittman,surgery on right knee to repair cartilage (out indefinitely)
513,2011-02-15,Jazz,,Andrei Kirilenko,sprained right ankle (DNP)
514,2011-02-15,Jazz,,Raja Bell,strained left calf (DNP)
515,2011-02-15,Jazz,,Ronnie Price,sprained right big toe (DNP)
516,2011-02-15,Kings,,Tyreke Evans,plantar fasciitis in right foot (DNP)
517,2011-02-16,Bucks,,Ersan Ilyasova,right eye contusion (DNP)
518,2011-02-16,Bucks,,Keyon Dooling,sore left knee (DNP)
519,2011-02-16,Celtics,,Semih Erden,personal reasons (DNP)
520,2011-02-16,Celtics,,Shaquille O'Neal,sore right leg (DNP)
521,2011-02-16,Clippers,,Eric Gordon,sprained right wrist (DNP)
522,2011-02-16,Grizzlies,,Rudy Gay,partially dislocated left shoulder (out indefinitely)
523,2011-02-16,Jazz,,Andrei Kirilenko,sprained right ankle (DNP)
524,2011-02-16,Jazz,,Raja Bell,strained left calf (DNP)
525,2011-02-16,Jazz,,Ronnie Price,sprained right big toe (DNP)
526,2011-02-16,Kings,,Tyreke Evans,plantar fasciitis in right foot (DNP)
527,2011-02-17,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,illness (DTD)
528,2011-02-17,Spurs,,Tiago Splitter,strained left hamstring (DNP)
529,2011-02-21,Kings,,Francisco Garcia,left calf injury (DNP)
530,2011-02-22,Bobcats,Eduardo Najera,,returned to lineup
531,2011-02-22,Bucks,Ersan Ilyasova,,returned to lineup
532,2011-02-22,Celtics,Semih Erden,,returned to lineup
533,2011-02-23,Blazers,,Sean Marks,left hand injury (DTD)
534,2011-02-23,Cavaliers,,Daniel Gibson,placed on IL for personal reasons
535,2011-02-23,Jazz,,Ronnie Price,sprained right big toe (DNP)
536,2011-02-23,Kings,,Tyreke Evans,plantar fasciitis in left foot (DNP) (P)
537,2011-02-23,Suns,,Zabian Dowdell,illness (DTD)
538,2011-02-25,Blazers,,Gerald Wallace,DNP
539,2011-02-25,Bobcats,,D.J. White,DNP
540,2011-02-25,Cavaliers,Daniel Gibson,,activated from IL
541,2011-02-25,Hornets,,David West,placed on IL with death in family
542,2011-02-25,Nuggets,,Melvin Ely,sprained ankle (DTD)
543,2011-02-25,Spurs,,Gary Neal,concussion symptoms (DNP)
544,2011-02-25,Suns,Zabian Dowdell,,returned to lineup
545,2011-02-25,Timberwolves,,Martell Webster,sore back (DNP)
546,2011-02-25,Timberwolves,,Wayne Ellington,placed on IL for personal reasons
547,2011-02-25,Bobcats,,DeSagana Diop,ruptured right Achilles tendon (DNP)
548,2011-02-25,Bobcats,,Tyrus Thomas,torn meniscus in right knee (DNP)
549,2011-02-25,Kings,,Francisco Garcia,strained left calf (DNP)
550,2011-02-26,Bucks,,Ersan Ilyasova,concussion (DNP)
551,2011-02-26,Kings,,Francisco Garcia,strained left calf (DNP)
552,2011-02-26,Nets,,Quinton Ross,strained lower back (DNP)
553,2011-02-26,Pistons,,Ben Wallace,death of brother (DNP)
554,2011-02-26,Pistons,,Tayshaun Prince,back injury / illness (P) (DNP)
555,2011-02-26,Pistons,,Tracy McGrady,headache (DNP)
556,2011-02-27,Bobcats,,Tyrus Thomas,torn meniscus in right knee (DNP)
557,2011-02-27,Cavaliers,,Antawn Jamison,broken left little finger (out indefinitely)
558,2011-02-27,Hornets,David West,,activated from IL
559,2011-02-27,Raptors,,Andrea Bargnani,flu (DNP)
560,2011-02-27,Spurs,,Gary Neal,concussion symptoms (DNP)
561,2011-02-27,Timberwolves,Wayne Ellington,,activated from IL
562,2011-02-28,Cavaliers,,Antawn Jamison,surgery to repair broken left little finger (out indefinitely)
563,2011-02-28,Celtics,,Delonte West,sprained right ankle (DNP)
564,2011-02-28,Hawks,,Kirk Hinrich,sore right calf (DNP)
565,2011-02-28,Kings,,Francisco Garcia,strained left calf (DNP)
566,2011-02-28,Spurs,,(William) Tony Parker,strained left calf muscle (out indefinitely)
567,2011-03-01,Blazers,,Rudy Fernandez,illness / flu (DNP)
568,2011-03-01,Bucks,,Andrew Bogut,strained left rib muscle (DNP)
569,2011-03-01,Bucks,,Luc Richard Mbah a Moute / Luc Mbah a Moute,flu (DNP)
570,2011-03-01,Magic,,Gilbert Arenas,sore left knee (DNP)
571,2011-03-01,Pistons,,Ben Wallace,placed on IL for personal reasons
572,2011-03-01,Pistons,,Tayshaun Prince,sore SI joint (DNP)
573,2011-03-02,Cavaliers,,Daniel Gibson,quadriceps injury (DTD)
574,2011-03-02,Cavaliers,,Semih Erden,groin injury (DTD)
575,2011-03-02,Hawks,,Josh Smith,sprained MCL in right knee (DTD)
576,2011-03-02,Timberwolves,,Darko Milicic,personal reasons (DTD)
577,2011-03-03,Celtics,,Glen Davis,patellar tendinitis in left knee (out indefinitely)
578,2011-03-03,Jazz,,Derrick Favors,cold (DNP)
579,2011-03-03,Thunder,,Nate Robinson,arthroscopic surgery on right knee (out indefinitely)
580,2011-03-04,Bucks,,Ersan Ilyasova,concussion (DNP)
581,2011-03-04,Bucks,,Luc Richard Mbah a Moute / Luc Mbah a Moute,stomach virus (DNP)
582,2011-03-04,Cavaliers,,Semih Erden,strained right adductor muscle (DNP)
583,2011-03-04,Celtics,,Glen Davis,patellar tendinitis in left knee (DNP)
584,2011-03-04,Hornets,,Trevor Ariza,strained abductor muscle (DNP)
585,2011-03-04,Timberwolves,,Darko Milicic,personal reasons (DNP)
586,2011-03-04,Timberwolves,,Sebastian Telfair,illness (DTD)
587,2011-03-04,Timberwolves,,Wesley Johnson / Wes Johnson,gastroenteritis / food poisoning (DNP)
588,2011-03-05,Bobcats,,Stephen Jackson,strained left hamstring (DNP)
589,2011-03-05,Kings,,Hassan Whiteside,surgery on left knee to repair torn patella tendon (out for season)
590,2011-03-05,Kings,,Omri Casspi,sore back (DNP)
591,2011-03-05,Timberwolves,,Darko Milicic,personal reasons (DNP)
592,2011-03-05,Timberwolves,,Wesley Johnson / Wes Johnson,flu (DNP)
593,2011-03-06,Bucks,,Ersan Ilyasova,concussion (DNP)
594,2011-03-06,Celtics,,Glen Davis,strained patellar tendon in left knee (DNP)
595,2011-03-06,Celtics,,Von Wafer,sprained right calf (DNP)
596,2011-03-06,Hornets,,Trevor Ariza,strained groin (DNP)
597,2011-03-06,Wizards,,Rashard Lewis,right knee tendinitis (DNP)
598,2011-03-07,Hornets,,Chris Paul,concussion (DNP)
599,2011-03-07,Hornets,,Trevor Ariza,strained groin (DNP)
600,2011-03-07,Jazz,,Francisco Elson,sprained left ankle (DNP)
601,2011-03-07,Jazz,,Kyrylo Fesenko,back spasms (DNP)
602,2011-03-07,Magic,,Chris Duhon,flu (DNP)
603,2011-03-07,Suns,,Channing Frye,dislocated right shoulder (out indefinitely)
604,2011-03-08,Bucks,,Ersan Ilyasova,concussion (DNP)
605,2011-03-08,Cavaliers,,Luke Harangody,right hip pointer (DNP)
606,2011-03-08,Wizards,,Cartier Martin,patella tendinitis in right knee (DNP)
607,2011-03-09,Bobcats,,Joel Przybilla,sore right knee (DNP)
608,2011-03-09,Bobcats,,Matt Carroll,sprained left ankle (DNP)
609,2011-03-09,Bucks,,Ersan Ilyasova,concussion (DNP)
610,2011-03-09,Cavaliers,,Baron Davis,death of grandmother (DNP)
611,2011-03-09,Celtics,,Glen Davis,strained patellar tendon in left knee (DNP)
612,2011-03-09,Celtics,,Von Wafer,strained right calf (DNP)
613,2011-03-09,Jazz,,Andrei Kirilenko,back spasms (DNP)
614,2011-03-09,Jazz,,Paul Millsap,patellar tendinitis in left knee (DNP)
615,2011-03-09,Kings,,Beno Udrih,flu (DNP)
616,2011-03-09,Nets,,Deron Williams,placed on IL with birth of child
617,2011-03-09,Raptors,,Alexis Ajinca / Alex Ajinca,sore right knee (DNP)
618,2011-03-11,Celtics,,Glen Davis,strained patellar tendon in left knee (DNP)
619,2011-03-11,Celtics,,Von Wafer,strained right calf (DNP)
620,2011-03-11,Jazz,,Paul Millsap,patellar tendinitis in left knee (DNP)
621,2011-03-11,Kings,,Beno Udrih,flu (DNP)
622,2011-03-11,Magic,,J.J. Redick,lower abdominal strain (DNP)
623,2011-03-11,Pistons,Ben Wallace,,activated from IL
624,2011-03-11,Raptors,,Alexis Ajinca / Alex Ajinca,sore right knee (DNP)
625,2011-03-11,Spurs,,Richard Jefferson,placed on IL for personal reasons
626,2011-03-12,Bucks,,Ersan Ilyasova,concussion (DNP)
627,2011-03-12,Jazz,,Paul Millsap,patellar tendinitis in left knee (DNP)
628,2011-03-12,Kings,,Beno Udrih,flu (DNP)
629,2011-03-12,Spurs,Richard Jefferson,,activated from IL
630,2011-03-12,Wizards,,Cartier Martin,patella tendinitis in right knee (DNP)
631,2011-03-13,Cavaliers,,Baron Davis,death of grandmother (DNP)
632,2011-03-13,Celtics,,Von Wafer,strained right calf (DNP)
633,2011-03-13,Knicks,,Anthony Carter,illness (DTD)
634,2011-03-13,Suns,,Steve Nash,pubic symphysis (DNP)
635,2011-03-14,Celtics,,Von Wafer,strained right calf (DNP)
636,2011-03-14,Jazz,,Gordon Hayward,sprained left foot (DNP)
637,2011-03-14,Jazz,,Paul Millsap,patellar tendinitis in left knee (DNP)
638,2011-03-14,Nets,Deron Williams,,activated from IL
639,2011-03-14,Rockets,,Terrence Williams,lower abdomen stress (DNP)
640,2011-03-14,Suns,,Steve Nash,pubic symphysis (DNP)
641,2011-03-14,Wizards,,Cartier Martin,patella tendinitis in right knee (DNP)
642,2011-03-15,Bulls,,Joakim Noah,flu (DNP)
643,2011-03-15,Mavericks,,Brendan Haywood,stiff lower back (DNP)
644,2011-03-15,Rockets,,Terrence Williams,surgery to relieve lower abdomen stress (out indefinteily)
645,2011-03-15,Wizards,,Cartier Martin,patella tendinitis in right knee (DNP)
646,2011-03-15,Wizards,,Josh Howard,left knee tendinitis (DNP)
647,2011-03-15,Wizards,,Nick Young,bruised left knee (DNP)
648,2011-03-16,Bucks,,Andrew Bogut,migraine headache (DNP)
649,2011-03-16,Jazz,,Paul Millsap,patellar tendinitis in left knee (DNP)
650,2011-03-16,Magic,,J.J. Redick,lower abdominal strain (DNP)
651,2011-03-16,Mavericks,,Brendan Haywood,stiff lower back (DNP)
652,2011-03-16,Rockets,,Terrence Williams,lower abdomen stress (DNP)
653,2011-03-18,Bucks,,Chris Douglas-Roberts,sprained right ankle (DNP)
654,2011-03-18,Kings,,Luther Head,sore right calf (DNP)
655,2011-03-18,Magic,,Gilbert Arenas,sore left knee (DNP)
656,2011-03-18,Magic,,J.J. Redick,lower abdominal strain (DNP)
657,2011-03-18,Pistons,,Richard Hamilton,placed on IL with death of grandfather
658,2011-03-18,Wizards,,Andray Blatche,strained right shoulder (DNP)
659,2011-03-18,Wizards,,Nick Young,bruised left knee (DNP)
660,2011-03-19,Blazers,,Armon Johnson,right knee inflammation (DTD)
661,2011-03-19,Bobcats,,Garrett Temple,sprained left ankle (DNP)
662,2011-03-19,Cavaliers,,Baron Davis,back spasms (DNP)
663,2011-03-19,Nuggets,,Al Harrington,right Achilles tendon injury (DTD)
664,2011-03-20,Pistons,Richard Hamilton,,activated from IL
665,2011-03-20,Wizards,,Nick Young,bruised left knee (DNP)
666,2011-03-21,Cavaliers,,Baron Davis,back spasms (DNP)
667,2011-03-21,Heat,,Mario Chalmers,sprained right knee (out indefinitely)
668,2011-03-21,Magic,,J.J. Redick,lower abdominal strain (DNP)
669,2011-03-21,Nets,,Damion James,sore right foot (DNP)
670,2011-03-21,Spurs,,Tim Duncan,sprained left ankle (out indefinitely)
671,2011-03-22,Blazers,,Marcus Camby,sprained right ankle (DNP)
672,2011-03-22,Blazers,Armon Johnson,,returned to lineup
673,2011-03-22,Wizards,,Nick Young,bruised left knee (DNP)
674,2011-03-23,Cavaliers,,Baron Davis,back spasms (DNP)
675,2011-03-23,Heat,,Mario Chalmers,sprained right knee (DNP)
676,2011-03-23,Jazz,,Andrei Kirilenko,bruised left knee (DTD)
