,Date,Team,Acquired,Relinquished,Notes
3410,2013-01-23,Grizzlies,Quincy Pondexter,,activated from IL (P)
3411,2013-01-23,Spurs,,Kawhi Leonard,placed on IL with left knee injury
3412,2013-01-23,Spurs,Emanuel Ginobili / Manu Ginobili,,activated from IL
3413,2013-01-23,Suns,,Jermaine O'Neal,placed on IL
3414,2013-01-25,Grizzlies,Jon Leuer,,activated from IL
3415,2013-01-25,Mavericks,,Dominique Jones,placed on IL
3416,2013-01-25,Mavericks,Rodrigue Beaubois,,activated from IL
3417,2013-01-25,Spurs,Kawhi Leonard,,activated from IL
3418,2013-01-26,Bucks,,Joel Przybilla,placed on IL
3419,2013-01-26,Bucks,Marquis Daniels,,activated from IL
3420,2013-01-26,Knicks,,Rasheed Wallace,placed on IL with fractured left foot
3421,2013-01-26,Knicks,Raymond Felton,,activated from IL
3422,2013-01-26,Pacers,,Gerald Green (b),placed on IL with illness
3423,2013-01-26,Pacers,Miles Plumlee,,activated from IL
3424,2013-01-27,Blazers,,Jared Jeffries,placed on IL with hip injury
3425,2013-01-27,Blazers,Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
3426,2013-01-27,Grizzlies,,Quincy Pondexter,placed on IL with sprained MCL in left knee
